,loss_mean,loss_std,val_loss_mean,val_loss_std,accuracy_mean,accuracy_std,val_accuracy_mean,val_accuracy_std
0,1.7105094902648925,0.013394555414815641,1.6049514290618898,0.11662189705911631,0.373964,0.005629471023106867,0.43030000000000007,0.03536602889779965
1,1.333622065574646,0.010136824465867285,1.3562464208221434,0.1637129750418712,0.518236,0.004049916542349975,0.52198,0.03808755177219979
2,1.1168174385566714,0.008213847044321614,1.3157857028198243,0.20353084903979496,0.6018079999999999,0.004690050745994126,0.56032,0.04364307046943422
3,0.9636195138587951,0.0079865463219267,1.168798929710388,0.17165817157726423,0.658276,0.003511726640842095,0.6143,0.04645122172774361
4,0.8487748407592773,0.008883854120383653,1.0090413866043089,0.08370282426176191,0.7012959999999999,0.003942920744828652,0.6628000000000001,0.02719948528924768
5,0.7658021291236877,0.007539943613933906,0.8877674044036865,0.07999462784187779,0.73076,0.0023423407096321287,0.6994,0.01833281211380293
6,0.6939403395805359,0.007271206734017405,0.8518742378044128,0.045312010517516634,0.75746,0.002764489102890436,0.7183400000000001,0.00903583975068174
7,0.6390455668869018,0.008347144555014424,0.6920462775421143,0.037126904108317295,0.7772840000000001,0.0032190035725360635,0.76544,0.009971479328565038
8,0.5917491624393463,0.006497970924891556,0.8248391005134582,0.05516939937287502,0.7947839999999999,0.0017989952751466872,0.73246,0.013960744965796069
9,0.5484160833759307,0.0058321186424971335,0.6333129336452484,0.02821153241062606,0.809896,0.0025843962544470564,0.78662,0.008190335768452968
10,0.511011102344513,0.00659475579671537,0.7676389888954163,0.14467984721689586,0.823188,0.0019616972243442898,0.75684,0.03467677032250841
11,0.47843776150512696,0.004818716866227891,0.6853695049095153,0.07732518580955702,0.83456,0.002060990053348147,0.77706,0.026795193598852754
12,0.45054180602645866,0.007142160069904842,0.7463707766532897,0.09969733292697373,0.844356,0.0024275221935133634,0.76362,0.022868091306447076
13,0.42247341064453126,0.003454566016069289,0.569155023317337,0.06640860571688988,0.8541880000000001,0.0012138270057961316,0.8137999999999999,0.015917160550801772
14,0.3978106104850769,0.005346739360834656,0.7059486437606811,0.07779911390631641,0.86266,0.0022707531790135257,0.78962,0.017364146970122098
15,0.37559700875091556,0.003823463432837325,0.6097075214290618,0.06385463696140498,0.870228,0.001348694183275063,0.80686,0.015745932808188916
16,0.3535377786693573,0.005416116628632798,0.5272219882535935,0.07742767849648585,0.8782639999999999,0.002503897761491079,0.8294599999999999,0.022996225777287885
17,0.33496298896408083,0.005059829396891274,0.5739418997573853,0.056677500736990225,0.884108,0.0016032267462838862,0.8194000000000001,0.017052155288994984
18,0.31603708177948,0.006084699676531425,0.5303947976970672,0.12565998652179994,0.8901960000000001,0.0022968291185893382,0.8368399999999999,0.02431728603277922
19,0.3004844964284897,0.005897691394222732,0.47033400482177734,0.03989753634713791,0.895556,0.0025536609015294255,0.84978,0.010421401057439415
20,0.28452303357219694,0.0037138932916559154,0.6889251882338524,0.1496821487765846,0.9014,0.001665508931227935,0.8029,0.029673692052051788
21,0.26794046751832956,0.0047629961838227194,0.48162357891082763,0.01872415063888012,0.907188,0.002285733142779345,0.8479000000000001,0.006644396135090069
22,0.25430394261837,0.005199036330567101,0.5550120163393021,0.09468264884593565,0.9116959999999998,0.0016978763205840355,0.83586,0.01898468856736926
23,0.23711627885055542,0.004924897248438552,0.5739673546648025,0.12044548672816302,0.91798,0.0016210613807009374,0.829,0.026532319913644964
24,0.2288129635663033,0.0070451105957350145,0.4727812530612946,0.03496357547270325,0.920936,0.0021298413086425013,0.85418,0.006469126679854081
25,0.21537979875707625,0.00439645828814086,0.5241075005674363,0.08636722224405972,0.9255640000000002,0.0019360743787364988,0.84838,0.01991033902272888
26,0.20454363067674639,0.003675154178848503,0.5837519215965271,0.0913592032046345,0.9286479999999999,0.0017538802695737266,0.83428,0.022409051742543665
27,0.19291005731201172,0.004337932813240633,0.6251520904684067,0.1887511003043687,0.932872,0.0017129436651565442,0.8274000000000001,0.03252426786262838
28,0.181719670361042,0.005358633728171395,0.4655880511856079,0.01726555981371322,0.937012,0.0019952182837975462,0.8627800000000001,0.005225476054868111
29,0.17445509707069398,0.0076518697263405775,0.5239286617708206,0.10409810378475738,0.9387719999999999,0.0027481368233768567,0.85282,0.023678969572175197
30,0.1639773182168007,0.003682589606816389,0.5540132069849968,0.08244808126685803,0.9423600000000001,0.0014805404418657654,0.84718,0.016643965873553095
31,0.1546483227189779,0.004411909698330415,0.5099808139419556,0.09055174117736495,0.9463800000000001,0.0019106857407747634,0.85892,0.016121463953375926
32,0.14997464714097977,0.003715380506980358,0.5744068579387663,0.06329388256811351,0.9475520000000002,0.0018407650583385036,0.8442000000000001,0.013334616604912204
33,0.14037338828754425,0.0026610005917908778,0.5318958189368248,0.068044374289064,0.9510080000000001,0.0012901844829325815,0.85976,0.015497044879589139
34,0.13337397557640077,0.006866297880511411,0.5407750675225258,0.06804756422919105,0.95358,0.0026358452154859185,0.8581799999999999,0.01485804832405657
35,0.12703983353471754,0.0034556054664601557,0.5416432383567095,0.08455486580826858,0.955808,0.0008245823185104403,0.8620000000000001,0.014724401515851164
36,0.1209148463051319,0.0027859863141317235,0.5383276635229588,0.03818686400924562,0.9586680000000001,0.0014153783946351402,0.86052,0.00865133515707258
37,0.11555507125246525,0.003910714202246671,0.583143983207345,0.05609586957444627,0.959604,0.0014476684703342987,0.8549,0.01280296840580339
38,0.11078909217238424,0.0021015778673432713,0.5631680347490311,0.10669702716553929,0.9619479999999999,0.0006306314296005245,0.85716,0.019634928062002153
39,0.10695643717420103,0.003413033542560526,0.64866568464756,0.1933841676729151,0.9626239999999999,0.0015587379510359977,0.8471400000000001,0.032519569492845374
40,0.09937255162525177,0.003116656759796119,0.5204309155499935,0.05812938600058076,0.9653920000000001,0.0010381984396058235,0.8667400000000001,0.012241829928568712
41,0.09911334661376477,0.005268980066867758,0.6362939581251144,0.048456003424636435,0.965316,0.001552927557872549,0.85146,0.0076348149944841315
42,0.09271721937680245,0.005606573766676541,0.6181816284012795,0.12645603178830983,0.967636,0.002063837202882051,0.8552799999999999,0.020190433378211563
43,0.0884835750323534,0.002579666971264049,0.5646705075976252,0.034496165448310696,0.9692719999999999,0.0010043585017313332,0.8625399999999999,0.007374984745746917
44,0.08691768748903275,0.0033345161174938446,0.562234601507187,0.026928921803600035,0.969508,0.0013569731021652552,0.86656,0.003999299938739302
45,0.08310019866609572,0.003488465290319817,0.49854446668148045,0.07145697118555375,0.9712440000000001,0.0015505560293004779,0.87356,0.014755148254084053
46,0.08241228348243237,0.0023513098624929354,0.672949493894577,0.05722994194415588,0.9713280000000001,0.0007191773077621413,0.8485799999999999,0.01647949028337951
47,0.07614915998983382,0.0024163560113948162,0.5758579852199553,0.07800737578503505,0.9736040000000001,0.0005996532331272679,0.8637600000000001,0.016089077040029386
48,0.07560094716542959,0.0005920569146304041,0.6354517612332106,0.07658758011072629,0.9736080000000001,0.0003166322788346038,0.8596999999999999,0.009857585911367938
49,0.0709606362452507,0.005774444102028729,0.612495136790946,0.06472080484077572,0.9755520000000001,0.0020368446185215004,0.8622,0.011689311356961952
